RespondentID,Department,Region,Tenure,Q1. I feel valued at work,Q2. My manager supports my growth,Q3. Workload is sustainable,Q4. I have the tools I need,Q5. I understand company strategy,Q6. I can be my authentic self,Q7. I would recommend us as a place to work,Q8. I see a path to grow here,What_is_working,What_to_improve
R1203,Sales,LATAM,5y+,3,4,5,4,2,4,2,5,"Good customers, meaningful work.",Career paths are unclear.
R1204,Product,EMEA,5y+,3,4,3,5,3,4,3,4,"Good customers, meaningful work.",Cross-team handoffs are slow.
R1205,Product,NA,3-5y,4,3,3,4,4,4,4,5,Great teammates and a real mission.,Promotion process feels opaque.
R1206,Finance,EMEA,<1y,3,3,3,3,4,5,5,5,Strong onboarding buddy program.,Promotion process feels opaque.
R1207,Sales,LATAM,3-5y,4,3,4,2,4,4,4,5,Great teammates and a real mission.,Tooling is fragmented.
R1208,People,NA,3-5y,5,3,5,5,5,5,2,3,"Good customers, meaningful work.",Tooling is fragmented.
R1209,Sales,LATAM,5y+,4,3,4,3,1,3,4,4,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R1210,Sales,NA,1-3y,3,3,4,4,2,2,5,3,Strong onboarding buddy program.,"Too many meetings, not enough focus time."
R1211,Sales,EMEA,5y+,3,3,4,3,4,3,4,2,Leadership is transparent in town halls.,Tooling is fragmented.
R1212,Marketing,NA,1-3y,3,5,5,4,2,2,5,3,Flexible hours help a lot.,Tooling is fragmented.
R1213,People,NA,3-5y,4,4,5,4,5,5,3,5,Flexible hours help a lot.,Promotion process feels opaque.
R1214,Product,EMEA,3-5y,4,2,3,3,4,3,3,5,Interesting technical challenges.,On-call load is heavy this quarter.
R1215,Product,NA,<1y,3,5,4,4,5,3,4,3,Great teammates and a real mission.,Career paths are unclear.
R1216,Marketing,LATAM,<1y,4,3,5,2,3,5,4,2,I learn something new every week.,"Too many meetings, not enough focus time."
R1217,Customer Success,NA,3-5y,5,5,3,4,4,4,3,3,Flexible hours help a lot.,On-call load is heavy this quarter.
R1218,Finance,LATAM,3-5y,4,4,3,4,3,3,4,4,Managers actually listen.,Cross-team handoffs are slow.
R1219,Marketing,EMEA,<1y,4,5,4,5,5,3,4,2,Leadership is transparent in town halls.,Career paths are unclear.
R1220,Engineering,NA,5y+,3,4,4,2,5,4,2,3,"Good customers, meaningful work.","Too many meetings, not enough focus time."
R1221,Customer Success,NA,1-3y,5,3,4,4,4,5,4,5,Flexible hours help a lot.,Tooling is fragmented.
R1222,Finance,LATAM,1-3y,4,4,3,3,3,5,3,4,Leadership is transparent in town halls.,Promotion process feels opaque.
R1223,Finance,EMEA,3-5y,2,4,3,2,3,5,3,4,I learn something new every week.,On-call load is heavy this quarter.
R1224,Marketing,NA,<1y,4,4,3,4,4,5,4,3,Managers actually listen.,Cross-team handoffs are slow.
R1225,Sales,NA,5y+,3,4,2,2,4,4,2,4,Great teammates and a real mission.,Not enough headcount for the roadmap.
R1226,Operations,EMEA,3-5y,4,3,3,2,5,3,3,4,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R1227,Finance,EMEA,1-3y,3,4,3,4,3,4,4,3,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R1228,Product,EMEA,<1y,4,2,3,3,3,3,3,4,Interesting technical challenges.,Not enough headcount for the roadmap.
R1229,Marketing,LATAM,3-5y,3,4,3,4,2,5,3,2,Managers actually listen.,Compensation lags the market.
R1230,Customer Success,LATAM,5y+,4,4,4,4,4,4,4,5,Flexible hours help a lot.,Not enough headcount for the roadmap.
R1231,People,APAC,5y+,5,4,4,3,5,5,4,5,Interesting technical challenges.,Career paths are unclear.
R1232,Marketing,LATAM,<1y,5,5,2,5,5,4,5,2,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R1233,Marketing,LATAM,<1y,4,5,3,3,4,4,3,3,Great teammates and a real mission.,Compensation lags the market.
R1234,Product,EMEA,5y+,1,4,2,5,3,4,2,3,Strong onboarding buddy program.,Not enough headcount for the roadmap.
R1235,Engineering,APAC,<1y,4,4,4,3,4,3,4,3,Interesting technical challenges.,On-call load is heavy this quarter.
R1236,Engineering,APAC,5y+,4,4,3,2,4,3,4,4,Leadership is transparent in town halls.,Compensation lags the market.
R1237,Finance,LATAM,3-5y,4,5,3,5,4,3,5,3,"Good customers, meaningful work.","Too many meetings, not enough focus time."
R1238,Engineering,LATAM,5y+,4,4,3,5,2,4,4,3,Great teammates and a real mission.,Promotion process feels opaque.
R1239,Product,LATAM,5y+,3,3,2,4,2,4,3,3,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R1240,Product,APAC,<1y,3,3,1,4,3,5,4,5,Strong onboarding buddy program.,Career paths are unclear.
R1241,Finance,LATAM,5y+,2,4,4,5,3,4,2,5,Managers actually listen.,On-call load is heavy this quarter.
R1242,People,EMEA,5y+,5,4,3,3,5,5,5,5,"Good customers, meaningful work.","Too many meetings, not enough focus time."
R1243,Engineering,LATAM,<1y,4,3,4,5,5,2,3,5,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R1244,Product,EMEA,<1y,3,5,3,4,2,4,5,3,Great teammates and a real mission.,Tooling is fragmented.
R1245,Customer Success,NA,<1y,4,5,4,3,3,3,3,5,I learn something new every week.,On-call load is heavy this quarter.
R1246,People,EMEA,3-5y,3,2,4,5,4,4,3,5,"Good customers, meaningful work.",Promotion process feels opaque.
R1247,Marketing,LATAM,3-5y,4,2,1,2,5,4,4,3,Managers actually listen.,Tooling is fragmented.
R1248,Product,NA,5y+,4,3,1,5,2,4,4,5,Great teammates and a real mission.,Tooling is fragmented.
R1249,Product,APAC,3-5y,4,4,3,2,4,4,4,4,I learn something new every week.,Promotion process feels opaque.
R1250,Operations,NA,5y+,1,2,3,3,5,3,5,3,"Good customers, meaningful work.",On-call load is heavy this quarter.
R1251,Marketing,EMEA,<1y,4,4,3,3,2,3,5,3,I learn something new every week.,Compensation lags the market.
R1252,Engineering,EMEA,5y+,4,4,3,4,4,3,4,3,I learn something new every week.,Not enough headcount for the roadmap.
R1253,Marketing,NA,<1y,4,2,3,3,3,4,4,3,Leadership is transparent in town halls.,Promotion process feels opaque.
R1254,Marketing,LATAM,<1y,3,3,3,1,3,4,3,4,"Good customers, meaningful work.",Compensation lags the market.
R1255,Sales,LATAM,3-5y,5,3,2,4,5,2,4,2,I learn something new every week.,"Too many meetings, not enough focus time."
R1256,Sales,LATAM,<1y,4,5,4,3,2,5,3,4,"Good customers, meaningful work.",Cross-team handoffs are slow.
R1257,Engineering,EMEA,<1y,2,4,4,3,2,4,4,3,Interesting technical challenges.,Tooling is fragmented.
R1258,Marketing,EMEA,1-3y,4,5,3,4,5,4,2,4,Managers actually listen.,Not enough headcount for the roadmap.
R1259,Product,EMEA,<1y,4,3,2,1,2,3,3,3,Leadership is transparent in town halls.,Career paths are unclear.
R1260,People,EMEA,3-5y,5,5,4,3,3,5,5,4,Strong onboarding buddy program.,Promotion process feels opaque.
R1261,Customer Success,NA,<1y,2,5,4,5,4,3,3,3,Managers actually listen.,Promotion process feels opaque.
R1262,People,LATAM,3-5y,4,5,3,4,4,4,4,2,Strong onboarding buddy program.,Not enough headcount for the roadmap.
R1263,People,NA,3-5y,5,4,4,3,3,4,4,3,Great teammates and a real mission.,Not enough headcount for the roadmap.
R1264,People,NA,1-3y,2,5,4,5,5,4,3,5,Strong onboarding buddy program.,Promotion process feels opaque.
R1265,Sales,LATAM,<1y,3,4,3,2,3,4,3,3,Flexible hours help a lot.,Cross-team handoffs are slow.
R1266,Sales,EMEA,5y+,4,3,4,3,1,4,5,3,Managers actually listen.,Not enough headcount for the roadmap.
R1267,People,APAC,3-5y,5,5,5,4,3,5,4,4,Managers actually listen.,Career paths are unclear.
R1268,Engineering,APAC,1-3y,4,4,3,4,5,1,5,5,Interesting technical challenges.,Cross-team handoffs are slow.
R1269,Product,NA,1-3y,3,3,4,2,3,3,4,2,Interesting technical challenges.,Tooling is fragmented.
R1270,Product,NA,1-3y,3,5,5,4,2,3,2,4,Great teammates and a real mission.,Compensation lags the market.
R1271,Operations,APAC,<1y,4,3,5,5,4,4,3,3,Interesting technical challenges.,On-call load is heavy this quarter.
R1272,Product,EMEA,<1y,3,5,3,5,3,3,5,4,"Good customers, meaningful work.",Career paths are unclear.
R1273,Sales,NA,<1y,2,4,2,3,4,5,3,4,Great teammates and a real mission.,Tooling is fragmented.
R1274,Sales,APAC,<1y,5,3,2,2,3,4,2,3,I learn something new every week.,On-call load is heavy this quarter.
R1275,Engineering,LATAM,1-3y,2,5,3,4,5,4,4,4,I learn something new every week.,Promotion process feels opaque.
R1276,People,LATAM,<1y,4,5,3,2,4,3,5,3,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R1277,Product,APAC,3-5y,4,3,3,3,4,4,4,4,Interesting technical challenges.,Cross-team handoffs are slow.
R1278,Operations,EMEA,5y+,3,2,2,4,3,4,3,3,I learn something new every week.,Tooling is fragmented.
R1279,People,LATAM,1-3y,4,5,4,5,4,5,4,4,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R1280,Engineering,APAC,3-5y,4,2,5,3,3,5,5,3,"Good customers, meaningful work.",On-call load is heavy this quarter.
R1281,Engineering,NA,1-3y,4,3,5,4,4,3,3,3,Flexible hours help a lot.,Promotion process feels opaque.
R1282,Finance,APAC,1-3y,4,4,3,4,2,5,3,5,Leadership is transparent in town halls.,Career paths are unclear.
R1283,Operations,NA,<1y,3,4,3,3,2,3,2,3,I learn something new every week.,Promotion process feels opaque.
R1284,Sales,NA,3-5y,4,3,5,4,2,3,4,4,Great teammates and a real mission.,Compensation lags the market.
R1285,People,EMEA,3-5y,4,4,3,5,3,4,4,5,I learn something new every week.,Not enough headcount for the roadmap.
R1286,Product,APAC,1-3y,3,2,1,3,3,4,5,4,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R1287,Finance,LATAM,3-5y,3,4,3,4,4,4,4,4,Strong onboarding buddy program.,Not enough headcount for the roadmap.
R1288,Operations,NA,3-5y,3,3,3,4,1,4,4,4,Great teammates and a real mission.,Promotion process feels opaque.
R1289,Finance,APAC,<1y,3,2,4,4,5,4,5,4,Great teammates and a real mission.,Promotion process feels opaque.
R1290,Finance,NA,5y+,4,4,4,4,3,4,2,4,Strong onboarding buddy program.,Cross-team handoffs are slow.
R1291,Engineering,NA,<1y,4,3,3,5,4,4,2,3,I learn something new every week.,Tooling is fragmented.
R1292,People,EMEA,<1y,3,3,5,4,4,4,4,5,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R1293,Marketing,APAC,5y+,5,2,2,4,3,4,4,5,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R1294,People,NA,1-3y,3,4,4,3,4,5,5,3,Strong onboarding buddy program.,Cross-team handoffs are slow.
R1295,People,APAC,1-3y,3,4,4,4,4,5,3,5,I learn something new every week.,Tooling is fragmented.
R1296,Product,LATAM,5y+,3,4,3,4,5,3,3,3,"Good customers, meaningful work.","Too many meetings, not enough focus time."
R1297,Engineering,APAC,<1y,3,3,3,4,5,2,5,3,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R1298,People,LATAM,1-3y,4,3,5,4,5,5,5,5,Interesting technical challenges.,Compensation lags the market.
R1299,Engineering,EMEA,3-5y,3,4,3,5,4,4,4,3,I learn something new every week.,Tooling is fragmented.
R1300,Product,EMEA,<1y,4,5,3,2,5,3,4,4,Managers actually listen.,Cross-team handoffs are slow.
R1301,Operations,LATAM,1-3y,3,3,4,4,2,3,3,4,"Good customers, meaningful work.",Promotion process feels opaque.
R1302,People,APAC,3-5y,3,5,5,5,3,3,5,4,I learn something new every week.,"Too many meetings, not enough focus time."
R1303,Marketing,APAC,5y+,3,3,3,5,3,5,3,3,Interesting technical challenges.,Not enough headcount for the roadmap.
R1304,Sales,APAC,5y+,3,4,3,3,1,3,3,3,Interesting technical challenges.,Promotion process feels opaque.
R1305,Finance,NA,3-5y,4,4,4,5,4,3,3,4,I learn something new every week.,Career paths are unclear.
R1306,Customer Success,APAC,1-3y,4,5,5,4,3,4,5,4,Interesting technical challenges.,On-call load is heavy this quarter.
R1307,Engineering,NA,<1y,4,2,5,2,3,3,4,3,"Good customers, meaningful work.",On-call load is heavy this quarter.
R1308,Operations,NA,5y+,5,4,3,5,4,4,2,5,Managers actually listen.,Tooling is fragmented.
R1309,Finance,APAC,<1y,4,4,3,3,3,5,4,3,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R1310,People,APAC,<1y,5,5,5,4,4,4,3,5,Managers actually listen.,"Too many meetings, not enough focus time."
R1311,Marketing,APAC,<1y,5,5,5,2,1,4,3,4,"Good customers, meaningful work.",Cross-team handoffs are slow.
R1312,Engineering,EMEA,<1y,5,4,3,3,4,3,2,3,Leadership is transparent in town halls.,Compensation lags the market.
R1313,People,LATAM,1-3y,3,3,5,4,4,5,4,3,Leadership is transparent in town halls.,Tooling is fragmented.
R1314,Engineering,EMEA,<1y,5,3,3,5,5,3,4,3,Strong onboarding buddy program.,"Too many meetings, not enough focus time."
R1315,Engineering,LATAM,5y+,3,4,2,3,4,5,4,5,I learn something new every week.,Career paths are unclear.
R1316,Operations,EMEA,<1y,5,1,4,4,4,3,4,3,Leadership is transparent in town halls.,"Too many meetings, not enough focus time."
R1317,Customer Success,EMEA,1-3y,5,4,5,3,3,5,5,4,Great teammates and a real mission.,Promotion process feels opaque.
R1318,Operations,APAC,1-3y,4,3,3,3,4,3,4,3,Leadership is transparent in town halls.,Promotion process feels opaque.
R1319,Finance,LATAM,5y+,5,5,4,4,5,5,5,5,Interesting technical challenges.,"Too many meetings, not enough focus time."
R1320,Engineering,LATAM,3-5y,5,4,3,3,4,2,3,2,Interesting technical challenges.,Tooling is fragmented.
R1321,Product,LATAM,3-5y,4,5,4,3,4,4,5,3,Interesting technical challenges.,Not enough headcount for the roadmap.
R1322,People,EMEA,5y+,2,5,4,2,5,5,3,4,Managers actually listen.,On-call load is heavy this quarter.
R1323,Product,LATAM,5y+,3,3,3,3,3,4,3,3,Flexible hours help a lot.,On-call load is heavy this quarter.
R1324,Engineering,LATAM,<1y,3,2,4,3,5,3,4,4,Great teammates and a real mission.,Career paths are unclear.
R1325,People,LATAM,1-3y,3,5,4,5,3,3,4,5,Flexible hours help a lot.,Tooling is fragmented.
R1326,Marketing,APAC,5y+,3,4,4,4,5,3,4,5,I learn something new every week.,Tooling is fragmented.
R1327,Engineering,LATAM,<1y,4,5,4,3,5,4,4,3,"Good customers, meaningful work.",Cross-team handoffs are slow.
R1328,Sales,APAC,1-3y,4,4,1,3,3,3,3,3,Interesting technical challenges.,Career paths are unclear.
R1329,Sales,APAC,5y+,3,2,4,3,3,4,5,4,Strong onboarding buddy program.,Cross-team handoffs are slow.
R1330,Marketing,APAC,1-3y,4,2,4,3,2,4,5,4,Great teammates and a real mission.,Career paths are unclear.
R1331,Customer Success,EMEA,5y+,4,2,5,5,4,5,3,3,I learn something new every week.,On-call load is heavy this quarter.
R1332,People,APAC,3-5y,4,5,4,5,3,4,4,4,Great teammates and a real mission.,Promotion process feels opaque.
R1333,Finance,EMEA,5y+,4,3,4,5,2,3,3,2,Managers actually listen.,Career paths are unclear.
R1334,People,APAC,1-3y,3,4,5,4,5,4,5,5,Managers actually listen.,Promotion process feels opaque.
R1335,Customer Success,EMEA,5y+,4,3,4,5,5,5,3,4,Managers actually listen.,"Too many meetings, not enough focus time."
R1336,Customer Success,EMEA,3-5y,4,5,5,3,3,3,4,1,Leadership is transparent in town halls.,Cross-team handoffs are slow.
R1337,Finance,EMEA,<1y,4,3,3,4,4,5,4,4,Managers actually listen.,On-call load is heavy this quarter.
R1338,People,APAC,3-5y,4,3,3,4,2,5,4,4,"Good customers, meaningful work.",On-call load is heavy this quarter.
R1339,Product,NA,3-5y,5,3,5,3,4,3,3,3,Great teammates and a real mission.,Cross-team handoffs are slow.
R1340,Engineering,EMEA,5y+,5,4,3,4,4,4,4,5,Flexible hours help a lot.,Not enough headcount for the roadmap.
R1341,People,EMEA,3-5y,4,4,5,5,3,3,5,4,Leadership is transparent in town halls.,Cross-team handoffs are slow.
R1342,Engineering,EMEA,5y+,3,4,4,3,4,4,5,5,Leadership is transparent in town halls.,Tooling is fragmented.
R1343,People,APAC,1-3y,5,4,4,5,4,3,4,2,Flexible hours help a lot.,Compensation lags the market.
R1344,Operations,APAC,1-3y,4,3,4,3,2,4,4,4,Leadership is transparent in town halls.,On-call load is heavy this quarter.
R1345,Product,NA,3-5y,4,3,4,2,5,2,5,5,Interesting technical challenges.,Not enough headcount for the roadmap.
R1346,Marketing,LATAM,3-5y,2,5,5,3,4,5,2,5,Managers actually listen.,Promotion process feels opaque.
R1347,Operations,EMEA,<1y,5,2,4,4,2,2,4,3,I learn something new every week.,Promotion process feels opaque.
R1348,Engineering,NA,5y+,3,4,4,4,4,5,4,3,Flexible hours help a lot.,Compensation lags the market.
R1349,Finance,APAC,5y+,3,4,3,3,5,4,5,4,"Good customers, meaningful work.",Compensation lags the market.
R1350,Marketing,LATAM,1-3y,4,2,3,2,5,2,5,3,Interesting technical challenges.,Tooling is fragmented.
R1351,Operations,EMEA,5y+,4,4,4,1,4,4,2,4,Leadership is transparent in town halls.,"Too many meetings, not enough focus time."
R1352,People,EMEA,5y+,4,5,4,5,3,5,5,4,Flexible hours help a lot.,Career paths are unclear.
R1353,Finance,NA,1-3y,3,5,3,1,5,5,4,3,I learn something new every week.,Tooling is fragmented.
R1354,Engineering,LATAM,5y+,3,3,4,4,2,3,4,5,Flexible hours help a lot.,Tooling is fragmented.
R1355,Engineering,APAC,<1y,3,3,4,5,4,4,5,3,Interesting technical challenges.,On-call load is heavy this quarter.
R1356,Operations,EMEA,1-3y,3,4,3,4,3,4,4,2,Leadership is transparent in town halls.,Career paths are unclear.
R1357,Product,LATAM,<1y,4,4,5,2,4,4,3,4,I learn something new every week.,Career paths are unclear.
R1358,Finance,APAC,3-5y,4,4,2,4,5,4,3,4,Great teammates and a real mission.,Not enough headcount for the roadmap.
R1359,Finance,NA,1-3y,4,5,5,5,3,3,3,5,Interesting technical challenges.,Not enough headcount for the roadmap.
R1360,Operations,EMEA,<1y,4,4,2,2,3,3,4,3,Flexible hours help a lot.,Career paths are unclear.
R1361,Engineering,APAC,<1y,4,4,5,3,4,4,3,3,Strong onboarding buddy program.,Not enough headcount for the roadmap.
R1362,Sales,EMEA,1-3y,4,3,5,4,4,4,4,3,I learn something new every week.,Cross-team handoffs are slow.
R1363,Operations,APAC,5y+,4,4,5,3,2,2,3,4,I learn something new every week.,"Too many meetings, not enough focus time."
R1364,People,APAC,3-5y,3,5,4,4,4,5,4,4,Interesting technical challenges.,Not enough headcount for the roadmap.
R1365,Customer Success,APAC,<1y,4,3,3,4,3,3,5,2,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R1366,Customer Success,NA,<1y,4,5,4,5,5,4,5,2,Leadership is transparent in town halls.,Career paths are unclear.
R1367,Marketing,LATAM,1-3y,5,3,4,4,4,3,3,5,Leadership is transparent in town halls.,Compensation lags the market.
R1368,Operations,APAC,1-3y,2,3,4,4,2,3,4,2,Flexible hours help a lot.,Cross-team handoffs are slow.
R1369,Finance,LATAM,<1y,5,4,3,5,5,4,5,3,"Good customers, meaningful work.",Not enough headcount for the roadmap.
R1370,Operations,APAC,3-5y,2,4,2,3,3,3,5,3,Strong onboarding buddy program.,Compensation lags the market.
R1371,Customer Success,EMEA,3-5y,5,5,5,5,4,4,2,4,I learn something new every week.,Compensation lags the market.
R1372,Finance,EMEA,3-5y,3,5,4,3,3,2,3,4,I learn something new every week.,Not enough headcount for the roadmap.
R1373,Operations,EMEA,1-3y,3,5,4,5,3,4,4,4,"Good customers, meaningful work.",On-call load is heavy this quarter.
R1374,Finance,NA,5y+,5,4,5,3,2,4,2,4,I learn something new every week.,On-call load is heavy this quarter.
R1375,Engineering,LATAM,5y+,3,2,2,4,3,4,3,5,I learn something new every week.,Career paths are unclear.
R1376,Customer Success,NA,5y+,3,5,2,2,5,4,3,3,Managers actually listen.,On-call load is heavy this quarter.
R1377,Operations,NA,5y+,5,2,4,3,3,4,4,3,"Good customers, meaningful work.",Tooling is fragmented.
R1378,Engineering,LATAM,3-5y,3,3,3,2,4,3,3,3,Interesting technical challenges.,Tooling is fragmented.
R1379,Sales,APAC,3-5y,2,4,2,2,2,4,2,3,Leadership is transparent in town halls.,Promotion process feels opaque.
R1380,Operations,APAC,1-3y,3,3,3,5,5,4,3,5,Flexible hours help a lot.,Career paths are unclear.
R1381,Operations,LATAM,1-3y,2,4,4,3,4,2,5,4,Leadership is transparent in town halls.,Cross-team handoffs are slow.
R1382,Operations,EMEA,<1y,3,4,2,3,2,2,2,3,Leadership is transparent in town halls.,Cross-team handoffs are slow.
R1383,Engineering,LATAM,<1y,3,3,4,4,4,5,3,5,I learn something new every week.,On-call load is heavy this quarter.
R1384,Operations,LATAM,<1y,4,3,3,4,5,4,3,2,I learn something new every week.,Career paths are unclear.
R1385,Marketing,NA,5y+,4,4,3,3,4,3,3,2,Interesting technical challenges.,Compensation lags the market.
R1386,Operations,LATAM,5y+,3,3,3,3,5,5,5,3,Great teammates and a real mission.,"Too many meetings, not enough focus time."
R1387,Finance,APAC,1-3y,5,4,5,3,4,4,3,4,"Good customers, meaningful work.","Too many meetings, not enough focus time."
R1388,Sales,NA,<1y,2,3,5,3,4,4,4,2,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R1389,Finance,LATAM,1-3y,2,4,5,4,4,4,5,2,Managers actually listen.,Tooling is fragmented.
R1390,People,NA,1-3y,4,3,3,4,5,4,3,4,Great teammates and a real mission.,Cross-team handoffs are slow.
R1391,People,EMEA,1-3y,4,4,5,4,3,5,3,4,Great teammates and a real mission.,On-call load is heavy this quarter.
R1392,Customer Success,EMEA,<1y,3,5,3,4,3,4,4,4,Interesting technical challenges.,Not enough headcount for the roadmap.
R1393,Sales,NA,1-3y,4,4,1,3,4,3,3,3,Interesting technical challenges.,Not enough headcount for the roadmap.
R1394,Marketing,NA,1-3y,4,2,4,2,4,5,3,3,Managers actually listen.,Promotion process feels opaque.
R1395,Marketing,EMEA,1-3y,2,3,3,1,1,4,2,4,Interesting technical challenges.,Career paths are unclear.
R1396,Customer Success,NA,1-3y,5,3,4,5,3,4,3,3,Leadership is transparent in town halls.,Promotion process feels opaque.
R1397,Marketing,EMEA,3-5y,4,5,4,3,4,5,3,4,"Good customers, meaningful work.",Promotion process feels opaque.
R1398,Sales,NA,3-5y,2,4,2,4,2,2,3,3,Strong onboarding buddy program.,Tooling is fragmented.
R1399,People,LATAM,3-5y,4,4,4,5,2,4,3,5,Interesting technical challenges.,Career paths are unclear.
R1400,Product,NA,5y+,2,3,4,3,4,3,4,5,Great teammates and a real mission.,Compensation lags the market.
R1401,Marketing,LATAM,<1y,4,5,3,4,3,4,5,3,Managers actually listen.,Career paths are unclear.
R1402,Sales,APAC,5y+,3,2,3,3,3,4,4,3,Interesting technical challenges.,On-call load is heavy this quarter.
R1403,Customer Success,APAC,1-3y,5,5,4,5,3,4,4,4,Leadership is transparent in town halls.,Not enough headcount for the roadmap.
R1404,Customer Success,LATAM,1-3y,3,5,3,4,5,5,4,5,Managers actually listen.,Not enough headcount for the roadmap.
R1405,People,NA,1-3y,4,5,3,3,5,4,5,5,I learn something new every week.,Not enough headcount for the roadmap.
R1406,Operations,LATAM,3-5y,3,4,2,2,4,4,4,3,Interesting technical challenges.,Promotion process feels opaque.
R1407,Sales,EMEA,3-5y,2,4,2,1,5,4,3,4,Leadership is transparent in town halls.,Compensation lags the market.
R1408,Finance,EMEA,3-5y,4,3,4,3,4,5,5,4,Managers actually listen.,"Too many meetings, not enough focus time."
R1409,Customer Success,NA,3-5y,4,5,4,5,4,4,4,3,Interesting technical challenges.,Not enough headcount for the roadmap.
R1410,Finance,APAC,<1y,4,4,4,5,4,5,4,3,Leadership is transparent in town halls.,Compensation lags the market.
R1411,Finance,LATAM,<1y,5,3,3,5,2,2,3,4,I learn something new every week.,Not enough headcount for the roadmap.
R1412,Engineering,NA,1-3y,5,2,4,3,2,3,3,5,Flexible hours help a lot.,Not enough headcount for the roadmap.
R1413,Engineering,LATAM,3-5y,5,3,4,4,4,3,4,4,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R1414,Product,LATAM,3-5y,3,4,5,2,3,2,4,3,I learn something new every week.,Career paths are unclear.
R1415,Engineering,APAC,5y+,2,4,2,3,3,5,3,3,Interesting technical challenges.,Tooling is fragmented.
R1416,Customer Success,NA,<1y,5,5,5,4,4,2,4,5,Strong onboarding buddy program.,Tooling is fragmented.
R1417,Operations,NA,3-5y,3,5,2,4,5,4,3,3,Flexible hours help a lot.,Promotion process feels opaque.
R1418,Customer Success,LATAM,1-3y,3,5,4,4,5,4,3,5,Flexible hours help a lot.,On-call load is heavy this quarter.
R1419,Sales,APAC,3-5y,2,2,2,3,3,3,2,2,I learn something new every week.,Compensation lags the market.
R1420,Product,APAC,1-3y,3,5,3,3,5,4,2,3,Flexible hours help a lot.,Compensation lags the market.
R1421,Marketing,LATAM,1-3y,5,1,5,3,3,3,4,5,I learn something new every week.,Compensation lags the market.
R1422,Engineering,EMEA,1-3y,4,4,4,3,4,3,3,4,Flexible hours help a lot.,"Too many meetings, not enough focus time."
R1423,Marketing,EMEA,5y+,5,4,4,2,3,5,5,4,I learn something new every week.,Compensation lags the market.
R1424,Sales,LATAM,3-5y,5,3,3,3,2,4,3,3,Interesting technical challenges.,Not enough headcount for the roadmap.
R1425,Customer Success,APAC,<1y,5,4,4,5,3,4,5,4,Flexible hours help a lot.,Tooling is fragmented.
R1426,Product,LATAM,3-5y,2,3,1,2,2,3,3,4,Strong onboarding buddy program.,"Too many meetings, not enough focus time."
R1427,Sales,EMEA,5y+,3,4,3,3,4,2,5,2,Managers actually listen.,Tooling is fragmented.
R1428,Sales,LATAM,1-3y,3,4,5,2,1,3,5,3,Flexible hours help a lot.,Career paths are unclear.
R1429,People,EMEA,<1y,5,4,3,5,5,4,3,3,Strong onboarding buddy program.,Compensation lags the market.
R1430,People,EMEA,3-5y,4,5,5,3,3,4,4,4,Interesting technical challenges.,Career paths are unclear.
R1431,Customer Success,NA,1-3y,3,4,2,4,3,2,4,5,Flexible hours help a lot.,Career paths are unclear.
R1432,Engineering,APAC,1-3y,4,3,3,4,3,3,4,5,Leadership is transparent in town halls.,Cross-team handoffs are slow.
R1433,Engineering,NA,5y+,3,3,3,5,3,4,3,3,Flexible hours help a lot.,Tooling is fragmented.
R1434,Sales,EMEA,1-3y,4,3,3,4,2,2,4,2,Strong onboarding buddy program.,Career paths are unclear.
R1435,People,NA,3-5y,5,3,5,5,4,4,4,4,"Good customers, meaningful work.",Cross-team handoffs are slow.
R1436,Operations,LATAM,3-5y,3,3,4,4,3,3,3,2,Strong onboarding buddy program.,Promotion process feels opaque.
R1437,Engineering,NA,<1y,5,4,4,4,3,3,4,3,Great teammates and a real mission.,Career paths are unclear.
R1438,Marketing,NA,5y+,4,3,4,4,4,3,5,3,I learn something new every week.,Compensation lags the market.
R1439,Customer Success,EMEA,5y+,5,4,5,3,3,4,3,4,Managers actually listen.,Career paths are unclear.
R1440,Sales,LATAM,3-5y,4,3,2,1,2,3,2,4,Leadership is transparent in town halls.,Cross-team handoffs are slow.
R1441,Operations,EMEA,1-3y,3,4,4,4,3,3,3,3,Managers actually listen.,"Too many meetings, not enough focus time."
R1442,Engineering,EMEA,3-5y,4,2,4,3,4,2,4,5,Leadership is transparent in town halls.,On-call load is heavy this quarter.
R1443,People,EMEA,1-3y,4,4,4,4,5,3,4,4,I learn something new every week.,Cross-team handoffs are slow.
R1444,Engineering,APAC,5y+,3,3,2,4,3,4,2,2,Managers actually listen.,Career paths are unclear.
